ISO3,cohortYear,vaccine,coverage
BWA,2006,DTP3,95.9
BWA,2006,FULL,90
BWA,2006,HepB1,96.9
BWA,2006,HepB3,93.1
BWA,2006,MCV1,93.7
BWA,2006,Pol1,97.4
BWA,2006,Pol3,96.3
BWA,2006,TT2+,38.3
BWA,2006,TT2+,68.8
BWA,2012,BCG,97.4
BWA,2012,BCG,98.5
BWA,2012,DTP1,96.1
BWA,2012,DTP1,98
BWA,2012,DTP3,92.98
BWA,2012,DTP3,95.2
BWA,2012,FULL,88.6
BWA,2012,HepB1,96.1
BWA,2012,HepB1,98
BWA,2012,HepB3,92.98
BWA,2012,HepB3,95.2
BWA,2012,Hib1,96.1
BWA,2012,Hib1,98
BWA,2012,Hib3,92.98
BWA,2012,Hib3,95.2
BWA,2012,MCV1,93.6
BWA,2012,MCV1,96.7
BWA,2012,Pol1,96.1
BWA,2012,Pol1,97.6
BWA,2012,Pol3,94.1
BWA,2012,Pol3,96.5
BWA,2012,TT2+,54.5
CAF,2001,BCG,70
CAF,2001,DTP1,65
CAF,2001,DTP3,40
CAF,2001,FULL,26
CAF,2001,MCV1,35
CAF,2001,Pol1,63
CAF,2001,Pol3,40
CAF,2001,TT2+,52
CAF,2005,BCG,71.1
CAF,2005,BCG,33.6
CAF,2005,BCG,73.8
CAF,2005,BCG,40.3
CAF,2005,DTP1,59.7
CAF,2005,DTP1,32.2
CAF,2005,DTP1,64.1
CAF,2005,DTP1,31.9
CAF,2005,DTP3,33.5
CAF,2005,DTP3,26.6
CAF,2005,DTP3,39
CAF,2005,DTP3,12.4
CAF,2005,FULL,16.9
CAF,2005,FULL,24.8
CAF,2005,FULL,32
CAF,2005,FULL,7.2
CAF,2005,MCV1,49.9
CAF,2005,MCV1,28.1
CAF,2005,MCV1,62
CAF,2005,MCV1,34
CAF,2005,PAB,59.8
CAF,2005,Pol1,75.1
CAF,2005,Pol1,32.3
CAF,2005,Pol1,80.6
CAF,2005,Pol1,48.4
CAF,2005,Pol3,40.1
CAF,2005,Pol3,26.6
CAF,2005,Pol3,46.9
CAF,2005,Pol3,20.3
CAF,2005,TT2+,51.2
CAF,2009,BCG,72.4
CAF,2009,BCG,23.8
CAF,2009,BCG,73.9
CAF,2009,BCG,50
CAF,2009,DTP1,62.8
CAF,2009,DTP1,25.1
CAF,2009,DTP1,64.6
CAF,2009,DTP1,39.5
CAF,2009,DTP3,30.9
CAF,2009,DTP3,16.5
CAF,2009,DTP3,32.1
CAF,2009,DTP3,15.7
CAF,2009,FULL,8.5
CAF,2009,FULL,10.6
CAF,2009,FULL,13.1
CAF,2009,FULL,2.4
CAF,2009,HepB1,52.4
CAF,2009,HepB1,25.1
CAF,2009,HepB1,53.9
CAF,2009,HepB1,28.8
CAF,2009,HepB3,24
CAF,2009,HepB3,16.5
CAF,2009,HepB3,24.9
CAF,2009,HepB3,8.4
CAF,2009,MCV1,49.8
CAF,2009,MCV1,13.4
CAF,2009,MCV1,55.8
CAF,2009,MCV1,42.4
CAF,2009,PAB,65.3
CAF,2009,Pol1,80.5
CAF,2009,Pol1,23.2
CAF,2009,Pol1,82.9
CAF,2009,Pol1,59.7
CAF,2009,Pol3,43.6
CAF,2009,Pol3,15.4
CAF,2009,Pol3,45.3
CAF,2009,Pol3,30
CAF,2009,TT2+,53.3
CAF,2009,YFV,46
CAF,2009,YFV,16.1
CAF,2009,YFV,61.6
CAF,2009,YFV,45.5
CAF,2011,BCG,39
CAF,2011,BCG,29
CAF,2011,BCG,74
CAF,2011,DTP3,41
CAF,2011,DTP3,18
CAF,2011,DTP3,47
CAF,2011,FULL,21
CAF,2011,FULL,6
CAF,2011,FULL,34
CAF,2011,HepB3,41
CAF,2011,HepB3,18
CAF,2011,HepB3,47
CAF,2011,Hib3,41
CAF,2011,Hib3,18
CAF,2011,Hib3,47
CAF,2011,MCV1,34
CAF,2011,MCV1,13
CAF,2011,MCV1,49
CAF,2011,Pol3,28
CAF,2011,Pol3,15
CAF,2011,Pol3,71
CAF,2011,YFV,34
CAF,2011,YFV,13
CAF,2011,YFV,48
CAF,2015,BCG,13.52
CAF,2015,BCG,71.09
CAF,2015,DTP1,12.86
CAF,2015,DTP1,69.88
CAF,2015,DTP3,13.61
CAF,2015,DTP3,53.34
CAF,2015,FULL,34.61
CAF,2015,HepB1,12.86
CAF,2015,HepB1,69.88
CAF,2015,HepB3,13.61
CAF,2015,HepB3,53.34
CAF,2015,Hib1,12.86
CAF,2015,Hib1,69.88
CAF,2015,Hib3,13.61
CAF,2015,Hib3,53.34
CAF,2015,MCV1,28.26
CAF,2015,MCV1,68.1
CAF,2015,PcV1,13.32
CAF,2015,PcV1,68.58
CAF,2015,PcV3,13.28
CAF,2015,PcV3,51.87
CAF,2015,Pol1,11.27
CAF,2015,Pol1,81.92
CAF,2015,Pol3,11.5
CAF,2015,Pol3,67.2
CAF,2015,YFV,13.11
CAF,2015,YFV,59.44
CAN,2000,DTP3,90.9
CAN,2000,MCV1,94.5
CAN,2000,Pol3,87.7
CAN,2003,HepB3,14
CAN,2003,MCV1,94
CAN,2003,Pol3,89
CHE,2004,DTP3,93.9
CHE,2004,Hib3,92.9
CHE,2004,MCV1,86.9
CHE,2004,Pol3,94.5
CHE,2007,DTP3,95
CHE,2007,HepB1,33
CHE,2007,HepB3,30
CHE,2007,Hib3,95
CHE,2007,IPV3,97
CHE,2007,MCV1,92
CHE,2007,MCV2,83
CHE,2007,PcV1,53
CHE,2007,PcV3,37
CHE,2007,RCV1,91
CHE,2007,RCV2,82
CHE,2012,DTP3,96
CHE,2012,HepB1,46
CHE,2012,HepB3,43
CHE,2012,Hib3,95
CHE,2012,IPV3,96
CHE,2012,MCV1,93
CHE,2012,MCV2,86
CHE,2012,PcV1,86
CHE,2012,PcV3,75
CHE,2012,RCV1,92
CHE,2012,RCV2,85
CHE,2013,DTP3,96
CHE,2013,HepB1,57
CHE,2013,HepB3,53
CHE,2013,Hib3,95
CHE,2013,IPV3,96
CHE,2013,MCV1,94
CHE,2013,MCV2,87
CHE,2013,PcV1,85
CHE,2013,PcV3,80
CHE,2013,RCV1,93
CHE,2013,RCV2,87
CHN,2003,BCG,97.6
CHN,2003,BCG,97.9
CHN,2003,DTP3,93
CHN,2003,DTP3,93.3
CHN,2003,FULL,87.3
CHN,2003,FULL,87.8
CHN,2003,HepB3,85.4
CHN,2003,HepB3,89.8
CHN,2003,MCV1,92.7
CHN,2003,MCV1,93.1
CHN,2003,Pol3,93.8
CHN,2003,Pol3,94.2
CHN,2007,BCG,98.8
CHN,2007,DTP3,90.7
CHN,2007,HepB3,93.3
CHN,2007,MCV1,92.1
CHN,2007,Pol3,92.4
CIV,2000,BCG,87
CIV,2000,DTP1,87
CIV,2000,DTP3,70
CIV,2000,MCV1,69
CIV,2000,Pol3,70
CIV,2000,TT2+,70
CIV,2005,BCG,85.1
CIV,2005,BCG,72.2
CIV,2005,BCG,85.4
CIV,2005,BCG,13.2
CIV,2005,DTP1,81
CIV,2005,DTP1,71.6
CIV,2005,DTP1,82.8
CIV,2005,DTP1,11.2
CIV,2005,DTP3,74.1
CIV,2005,DTP3,66.5
CIV,2005,DTP3,78.9
CIV,2005,DTP3,12.4
CIV,2005,FULL,58.8
CIV,2005,FULL,73.3
CIV,2005,FULL,75.1
CIV,2005,FULL,1.7
CIV,2005,HepB1,81
CIV,2005,HepB1,71.6
CIV,2005,HepB1,82.8
CIV,2005,HepB1,11.2
CIV,2005,HepB3,74.1
CIV,2005,HepB3,66.5
CIV,2005,HepB3,78.9
CIV,2005,HepB3,12.4
CIV,2005,MCV1,72.3
CIV,2005,MCV1,67.7
CIV,2005,MCV1,84.1
CIV,2005,MCV1,16.4
CIV,2005,PAB,67.2
CIV,2005,Pol1,91.4
CIV,2005,Pol1,70.8
CIV,2005,Pol1,93.5
CIV,2005,Pol1,22.7
CIV,2005,Pol3,76.2
CIV,2005,Pol3,65.9
CIV,2005,Pol3,81.2
CIV,2005,Pol3,15.2
CIV,2005,TT2+,59.2
CIV,2005,YFV,70.8
CIV,2005,YFV,73.5
CIV,2005,YFV,82.8
CIV,2005,YFV,9.4
CIV,2009,BCG,87
CIV,2009,BCG,87
CIV,2009,BCG,78
CIV,2009,BCG,91
CIV,2009,DTP1,78
CIV,2009,DTP1,74
CIV,2009,DTP1,72
CIV,2009,DTP1,92
CIV,2009,DTP3,64
CIV,2009,DTP3,57
CIV,2009,DTP3,53
CIV,2009,DTP3,75
CIV,2009,FULL,36
CIV,2009,FULL,29
CIV,2009,FULL,22
CIV,2009,FULL,42
CIV,2009,HepB1,78
CIV,2009,HepB1,74
CIV,2009,HepB1,72
CIV,2009,HepB1,92
CIV,2009,HepB3,64
CIV,2009,HepB3,57
CIV,2009,HepB3,53
CIV,2009,HepB3,75
CIV,2009,MCV1,57
CIV,2009,MCV1,50
CIV,2009,MCV1,40
CIV,2009,MCV1,63
CIV,2009,Pol1,81
CIV,2009,Pol1,76
CIV,2009,Pol1,74
CIV,2009,Pol1,92
CIV,2009,Pol3,66
CIV,2009,Pol3,59
CIV,2009,Pol3,55
CIV,2009,Pol3,75
CIV,2009,TT2+,62
CIV,2009,TT2+,58
CIV,2009,YFV,36
CIV,2009,YFV,36
CIV,2009,YFV,24
CIV,2009,YFV,41
CIV,2008,BCG,79.4
CIV,2008,DTP1,71.8
CIV,2008,DTP3,53.8
CIV,2008,FULL,33.3
CIV,2008,MCV1,50.1
CIV,2008,Pol1,84.3
CIV,2008,Pol3,55
CIV,2009,BCG,79
CIV,2009,DTP1,71.8
CIV,2009,DTP3,54.2
CIV,2009,FULL,32.2
CIV,2009,MCV1,47.8
CIV,2009,Pol1,83.7
CIV,2009,Pol3,56.6
CIV,2010,BCG,84
CIV,2010,DTP1,79.4
CIV,2010,DTP3,61.5
CIV,2010,FULL,37.8
CIV,2010,MCV1,52
CIV,2010,Pol1,89.6
CIV,2010,Pol3,63.8
CIV,2011,BCG,82.9
CIV,2011,BCG,68
CIV,2011,BCG,83.4
CIV,2011,BCG,15.4
CIV,2011,DTP1,76.8
CIV,2011,DTP1,65.4
CIV,2011,DTP1,77.5
CIV,2011,DTP1,12
CIV,2011,DTP3,60
CIV,2011,DTP3,56
CIV,2011,DTP3,63.8
CIV,2011,DTP3,7.8
CIV,2011,FULL,38.7
CIV,2011,FULL,47.4
CIV,2011,FULL,50.5
CIV,2011,FULL,3.2
CIV,2011,MCV1,49.2
CIV,2011,MCV1,52.6
CIV,2011,MCV1,64.5
CIV,2011,MCV1,11.9
CIV,2011,PAB,67.2
CIV,2011,Pol1,90.7
CIV,2011,Pol1,71
CIV,2011,Pol1,91.4
CIV,2011,Pol1,20.3
CIV,2011,Pol3,64.8
CIV,2011,Pol3,60.4
CIV,2011,Pol3,69.2
CIV,2011,Pol3,8.8
CIV,2011,TT2+,55.4
CIV,2011,YFV,33.5
CIV,2011,YFV,47.7
CIV,2011,YFV,47.7
CIV,2011,YFV,0
CIV,2012,BCG,87
CIV,2012,BCG,73
CIV,2012,BCG,73
CIV,2012,BCG,93
CIV,2012,DTP1,88
CIV,2012,DTP1,82
CIV,2012,DTP1,80
CIV,2012,DTP1,93
CIV,2012,DTP3,78
CIV,2012,DTP3,72
CIV,2012,DTP3,68
CIV,2012,DTP3,82
CIV,2012,FULL,31.6
CIV,2012,FULL,67.6
CIV,2012,FULL,45
CIV,2012,HepB1,88
CIV,2012,HepB1,82
CIV,2012,HepB1,80
CIV,2012,HepB1,93
CIV,2012,HepB3,78
CIV,2012,HepB3,72
CIV,2012,HepB3,68
CIV,2012,HepB3,82
CIV,2012,Hib1,88
CIV,2012,Hib1,82
CIV,2012,Hib1,80
CIV,2012,Hib1,93
CIV,2012,Hib3,78
CIV,2012,Hib3,72
CIV,2012,Hib3,68
CIV,2012,Hib3,82
CIV,2012,MCV1,71
CIV,2012,MCV1,68
CIV,2012,MCV1,56
CIV,2012,MCV1,74
CIV,2012,PAB,51.5
CIV,2012,Pol1,88
CIV,2012,Pol1,83
CIV,2012,Pol1,81
CIV,2012,Pol1,94
CIV,2012,Pol3,78
CIV,2012,Pol3,72
CIV,2012,Pol3,68
CIV,2012,Pol3,82
CIV,2012,TT2+,71.1
CIV,2012,YFV,69
CIV,2012,YFV,67
CIV,2012,YFV,55
CIV,2012,YFV,73
CIV,2013,BCG,61.4
CIV,2013,BCG,91.2
CIV,2013,DTP1,67.5
CIV,2013,DTP1,89.1
CIV,2013,DTP3,61.1
CIV,2013,DTP3,81.5
CIV,2013,FULL,41
CIV,2013,FULL,61.9
CIV,2013,HepB1,67.5
CIV,2013,HepB1,89.1
CIV,2013,HepB3,61.1
CIV,2013,HepB3,81.5
CIV,2013,Hib1,67.5
CIV,2013,Hib1,89.1
CIV,2013,Hib3,61.1
CIV,2013,Hib3,81.5
CIV,2013,MCV1,54.6
CIV,2013,MCV1,76.5
CIV,2013,Pol1,57.6
CIV,2013,Pol1,82.6
CIV,2013,Pol3,54.8
CIV,2013,Pol3,77.7
CIV,2013,YFV,48.7
CIV,2013,YFV,69.3
CIV,2014,BCG,85
CIV,2014,BCG,85
CIV,2014,BCG,78
CIV,2014,BCG,87
CIV,2014,DTP1,84
CIV,2014,DTP1,77
CIV,2014,DTP1,76
CIV,2014,DTP1,91
CIV,2014,DTP3,70
CIV,2014,DTP3,59
CIV,2014,DTP3,57
CIV,2014,DTP3,76
CIV,2014,FULL(+YFV),41
CIV,2014,FULL(+YFV),30
CIV,2014,FULL(+YFV),20
CIV,2014,FULL(+YFV),45
CIV,2014,HepB1,84
CIV,2014,HepB1,77
CIV,2014,HepB1,76
CIV,2014,HepB1,91
CIV,2014,HepB3,70
CIV,2014,HepB3,59
CIV,2014,HepB3,57
CIV,2014,HepB3,76
CIV,2014,Hib1,84
CIV,2014,Hib1,77
CIV,2014,Hib1,76
CIV,2014,Hib1,91
CIV,2014,Hib3,70
CIV,2014,Hib3,59
CIV,2014,Hib3,57
CIV,2014,Hib3,76
CIV,2014,MCV1,57
CIV,2014,MCV1,48
CIV,2014,MCV1,39
CIV,2014,MCV1,62
CIV,2014,Pol3,70
CIV,2014,Pol3,59
CIV,2014,Pol3,57
CIV,2014,Pol3,76
CIV,2014,YFV,44
CIV,2014,YFV,44
CIV,2014,YFV,29
CIV,2014,YFV,49
CIV,2015,PAB,61
CIV,2015,TT2+,86
CIV,2013,BCG,78.5
CIV,2013,BCG,61.7
CIV,2013,BCG,79
CIV,2013,BCG,17.3
CIV,2013,DTP1,75.3
CIV,2013,DTP1,62.8
CIV,2013,DTP1,76.3
CIV,2013,DTP1,13.4
CIV,2013,DTP2,70.6
CIV,2013,DTP2,60.5
CIV,2013,DTP2,72.8
CIV,2013,DTP2,12.3
CIV,2013,DTP3,62.7
CIV,2013,DTP3,57.2
CIV,2013,DTP3,66.7
CIV,2013,DTP3,9.5
CIV,2013,FULL,23.1
CIV,2013,FULL,35.7
CIV,2013,FULL,38.4
CIV,2013,FULL,2.7
CIV,2013,HepB1,75.3
CIV,2013,HepB1,62.8
CIV,2013,HepB1,76.3
CIV,2013,HepB1,13.4
CIV,2013,HepB3,62.7
CIV,2013,HepB3,57.2
CIV,2013,HepB3,66.7
CIV,2013,HepB3,9.5
CIV,2013,HepBB,27.4
CIV,2013,HepBB,22.3
CIV,2013,HepBB,27.8
CIV,2013,HepBB,5.5
CIV,2013,Hib1,75.3
CIV,2013,Hib1,62.8
CIV,2013,Hib1,76.3
CIV,2013,Hib1,13.4
CIV,2013,Hib3,62.7
CIV,2013,Hib3,57.2
CIV,2013,Hib3,66.7
CIV,2013,Hib3,9.5
CIV,2013,MCV1,51.6
CIV,2013,MCV1,51.1
CIV,2013,MCV1,62.3
CIV,2013,MCV1,11.2
CIV,2013,PCV1,31.7
CIV,2013,PCV1,28.5
CIV,2013,PCV1,36.1
CIV,2013,PCV1,7.7
CIV,2013,PCV2,28.1
CIV,2013,PCV2,24
CIV,2013,PCV2,30.3
CIV,2013,PCV2,6.3
CIV,2013,Pol1,76.3
CIV,2013,Pol1,60.5
CIV,2013,Pol1,77.2
CIV,2013,Pol1,16.7
CIV,2013,Pol2,69
CIV,2013,Pol2,57.9
CIV,2013,Pol2,71.1
CIV,2013,Pol2,13.3
CIV,2013,Pol3,58.2
CIV,2013,Pol3,54.5
CIV,2013,Pol3,62
CIV,2013,Pol3,7.5
CIV,2013,YFV,37.6
CIV,2013,YFV,41.7
CIV,2013,YFV,52.5
CIV,2013,YFV,10.8
CIV,2014,BCG,78.3
CIV,2014,BCG,67.9
CIV,2014,BCG,78.3
CIV,2014,BCG,10.4
CIV,2014,DTP1,81.6
CIV,2014,DTP1,74.1
CIV,2014,DTP1,82.3
CIV,2014,DTP1,8.2
CIV,2014,DTP2,73.9
CIV,2014,DTP2,68.6
CIV,2014,DTP2,74.7
CIV,2014,DTP2,6.2
CIV,2014,DTP3,65.9
CIV,2014,DTP3,62.5
CIV,2014,DTP3,67.9
CIV,2014,DTP3,5.4
CIV,2014,FULL,32.5
CIV,2014,FULL,39
CIV,2014,FULL,40.3
CIV,2014,FULL,1.3
CIV,2014,HepB1,81.6
CIV,2014,HepB1,74.1
CIV,2014,HepB1,82.3
CIV,2014,HepB1,8.2
CIV,2014,HepB3,65.9
CIV,2014,HepB3,62.5
CIV,2014,HepB3,67.9
CIV,2014,HepB3,5.4
CIV,2014,HepBB,26.9
CIV,2014,HepBB,24.2
CIV,2014,HepBB,28.1
CIV,2014,HepBB,3.9
CIV,2014,Hib1,81.6
CIV,2014,Hib1,74.1
CIV,2014,Hib1,82.3
CIV,2014,Hib1,8.2
CIV,2014,Hib3,65.9
CIV,2014,Hib3,62.5
CIV,2014,Hib3,67.9
CIV,2014,Hib3,5.4
CIV,2014,MCV1,51.8
CIV,2014,MCV1,50.6
CIV,2014,MCV1,56.2
CIV,2014,MCV1,5.6
CIV,2014,PAB,65.7
CIV,2014,PCV1,61.6
CIV,2014,PCV1,58.4
CIV,2014,PCV1,63.1
CIV,2014,PCV1,4.7
CIV,2014,PCV2,54
CIV,2014,PCV2,51.6
CIV,2014,PCV2,55.3
CIV,2014,PCV2,3.7
CIV,2014,PCV3,46.3
CIV,2014,PCV3,45.9
CIV,2014,PCV3,48.8
CIV,2014,PCV3,2.9
CIV,2014,Pol1,78.9
CIV,2014,Pol1,68.8
CIV,2014,Pol1,79.2
CIV,2014,Pol1,10.3
CIV,2014,Pol2,72.5
CIV,2014,Pol2,64.6
CIV,2014,Pol2,73.1
CIV,2014,Pol2,8.5
CIV,2014,Pol3,61.1
CIV,2014,Pol3,58.3
CIV,2014,Pol3,62.6
CIV,2014,Pol3,4.3
CIV,2014,TT2+,52.9
CIV,2014,YFV,47.9
CIV,2014,YFV,48.5
CIV,2014,YFV,53.9
CIV,2014,YFV,5.4
CMR,2003,BCG,84.9
CMR,2003,BCG,55.5
CMR,2003,BCG,85.7
CMR,2003,BCG,30.2
CMR,2003,DTP1,81.1
CMR,2003,DTP1,55.6
CMR,2003,DTP1,82.6
CMR,2003,DTP1,27.1
CMR,2003,DTP3,62.7
CMR,2003,DTP3,49.8
CMR,2003,DTP3,65.4
CMR,2003,DTP3,15.6
CMR,2003,FULL,42.5
CMR,2003,FULL,41.3
CMR,2003,FULL,48.2
CMR,2003,FULL,6.8
CMR,2003,MCV1,55.7
CMR,2003,MCV1,44.1
CMR,2003,MCV1,64.8
CMR,2003,MCV1,20.7
CMR,2003,Pol1,91.1
CMR,2003,Pol1,55.9
CMR,2003,Pol1,92.8
CMR,2003,Pol1,36.9
CMR,2003,Pol3,65.1
CMR,2003,Pol3,50.3
CMR,2003,Pol3,67.4
CMR,2003,Pol3,17.2
CMR,2003,TT1,19.1
CMR,2003,TT2+,53.3
CMR,2003,YFV,7.1
CMR,2003,YFV,7.2
CMR,2003,YFV,12.2
CMR,2003,YFV,4.9
CMR,2004,BCG,50.8
CMR,2004,BCG,89.5
CMR,2004,DTP1,50.1
CMR,2004,DTP1,84.4
CMR,2004,DTP3,44.6
CMR,2004,DTP3,74.5
CMR,2004,MCV1,40.4
CMR,2004,MCV1,70.7
CMR,2004,Pol1,50.1
CMR,2004,Pol1,87.8
CMR,2004,Pol3,45.1
CMR,2004,Pol3,72.8
CMR,2004,YFV,38.5
CMR,2004,YFV,67.5
CMR,2005,BCG,88.9
CMR,2005,BCG,64.6
CMR,2005,BCG,90
CMR,2005,BCG,25.4
CMR,2005,DTP1,87.1
CMR,2005,DTP1,64.9
CMR,2005,DTP1,88.3
CMR,2005,DTP1,23.4
CMR,2005,DTP3,72.3
CMR,2005,DTP3,58.9
CMR,2005,DTP3,75.2
CMR,2005,DTP3,16.3
CMR,2005,FULL,48.7
CMR,2005,FULL,52.7
CMR,2005,FULL,56.8
CMR,2005,FULL,4.1
CMR,2005,HepB1,39.2
CMR,2005,HepB1,34.9
CMR,2005,HepB1,40
CMR,2005,HepB1,5.1
CMR,2005,HepB3,34.4
CMR,2005,HepB3,30.6
CMR,2005,HepB3,35.5
CMR,2005,HepB3,4.9
CMR,2005,MCV1,72.5
CMR,2005,MCV1,49.7
CMR,2005,MCV1,78.8
CMR,2005,MCV1,29.2
CMR,2005,PAB,73.1
CMR,2005,Pol1,92
CMR,2005,Pol1,64.6
CMR,2005,Pol1,93
CMR,2005,Pol1,28.4
CMR,2005,Pol3,67.4
CMR,2005,Pol3,55.8
CMR,2005,Pol3,69.5
CMR,2005,Pol3,13.7
CMR,2005,TT2+,58.9
CMR,2005,YFV,53.9
CMR,2005,YFV,43.6
CMR,2005,YFV,57.4
CMR,2005,YFV,13.8
CMR,2010,BCG,86
CMR,2010,BCG,55.1
CMR,2010,BCG,87.1
CMR,2010,BCG,32
CMR,2010,DTP1,84.7
CMR,2010,DTP1,56
CMR,2010,DTP1,85.5
CMR,2010,DTP1,29.5
CMR,2010,DTP3,66.3
CMR,2010,DTP3,49.1
CMR,2010,DTP3,68.4
CMR,2010,DTP3,19.2
CMR,2010,FULL,48.2
CMR,2010,FULL,41.8
CMR,2010,FULL,53.2
CMR,2010,FULL,11.4
CMR,2010,FULL (+YFV),46.8
CMR,2010,FULL (+YFV),41.1
CMR,2010,FULL (+YFV),52.1
CMR,2010,FULL (+YFV),11
CMR,2010,"FULL(+YF,+HepB)",45.1
CMR,2010,"FULL(+YF,+HepB)",40.6
CMR,2010,"FULL(+YF,+HepB)",50.2
CMR,2010,"FULL(+YF,+HepB)",9.6
CMR,2010,HepB1,79.3
CMR,2010,HepB1,54.3
CMR,2010,HepB1,80
CMR,2010,HepB1,25.7
CMR,2010,HepB3,62.9
CMR,2010,HepB3,48.4
CMR,2010,HepB3,64.9
CMR,2010,HepB3,16.5
CMR,2010,MCV1,64
CMR,2010,MCV1,44.9
CMR,2010,MCV1,70.6
CMR,2010,MCV1,25.7
CMR,2010,PAB,73.3
CMR,2010,Pol1,92.2
CMR,2010,Pol1,56.4
CMR,2010,Pol1,93.3
CMR,2010,Pol1,36.9
CMR,2010,Pol3,67.7
CMR,2010,Pol3,49.5
CMR,2010,Pol3,69.8
CMR,2010,Pol3,20.2
CMR,2010,TT2+,59
CMR,2010,YFV,62.5
CMR,2010,YFV,44.3
CMR,2010,YFV,69.3
CMR,2010,YFV,25
CMR,2010,BCG,88.1
CMR,2010,BCG,56
CMR,2010,BCG,90.7
CMR,2010,BCG,34.7
CMR,2010,DTP1,84.3
CMR,2010,DTP1,54.5
CMR,2010,DTP1,85.2
CMR,2010,DTP1,30.7
CMR,2010,DTP3,76.6
CMR,2010,DTP3,48.1
CMR,2010,DTP3,78.2
CMR,2010,DTP3,30.1
CMR,2010,FULL,52.3
CMR,2010,FULL,24.1
CMR,2010,FULL,57.6
CMR,2010,FULL,33.5
CMR,2010,HepB1,84.3
CMR,2010,HepB1,54.5
CMR,2010,HepB1,85.2
CMR,2010,HepB1,30.7
CMR,2010,HepB3,76.6
CMR,2010,HepB3,48.1
CMR,2010,HepB3,78.2
CMR,2010,HepB3,30.1
CMR,2010,Hib1,84.3
CMR,2010,Hib1,54.5
CMR,2010,Hib1,85.2
CMR,2010,Hib1,30.7
CMR,2010,Hib3,76.6
CMR,2010,Hib3,48.1
CMR,2010,Hib3,78.2
CMR,2010,Hib3,30.1
CMR,2010,MCV1,74.1
CMR,2010,MCV1,47.9
CMR,2010,MCV1,74.6
CMR,2010,MCV1,26.7
CMR,2010,Pol1,84.9
CMR,2010,Pol1,55
CMR,2010,Pol1,87.5
CMR,2010,Pol1,32.5
CMR,2010,Pol3,76.5
CMR,2010,Pol3,49.8
CMR,2010,Pol3,80.6
CMR,2010,Pol3,30.8
CMR,2010,YFV,26.9
CMR,2010,YFV,72.8
CMR,2010,YFV,45.9
CMR,2012,BCG,87.5
CMR,2012,BCG,55.2
CMR,2012,BCG,89.9
CMR,2012,DTP1,85.9
CMR,2012,DTP1,55.3
CMR,2012,DTP1,88.3
CMR,2012,DTP3,74.1
CMR,2012,DTP3,54.7
CMR,2012,DTP3,78.4
CMR,2012,FULL,56.2
CMR,2012,FULL,56
CMR,2012,FULL,67.9
CMR,2012,HepB1,85.9
CMR,2012,HepB1,55.3
CMR,2012,HepB1,88.3
CMR,2012,HepB3,74.1
CMR,2012,HepB3,54.7
CMR,2012,HepB3,78.4
CMR,2012,Hib1,85.9
CMR,2012,Hib1,55.3
CMR,2012,Hib1,88.3
CMR,2012,Hib3,74.1
CMR,2012,Hib3,54.7
CMR,2012,Hib3,78.4
CMR,2012,MCV1,75.1
CMR,2012,MCV1,53.1
CMR,2012,MCV1,84.5
CMR,2012,PCV1,85.3
CMR,2012,PCV1,54.7
CMR,2012,PCV1,88.1
CMR,2012,PCV3,73.9
CMR,2012,PCV3,54.3
CMR,2012,PCV3,78.2
CMR,2012,Pol1,91.6
CMR,2012,Pol1,54.7
CMR,2012,Pol1,94.1
CMR,2012,Pol3,77.4
CMR,2012,Pol3,53.8
CMR,2012,Pol3,81.6
CMR,2012,YFV,74.8
CMR,2012,YFV,53.5
CMR,2012,YFV,83.9
CMR,2013,BCG,91.2
CMR,2013,BCG,66
CMR,2013,BCG,91.7
CMR,2013,DTP1,88.3
CMR,2013,DTP1,66.8
CMR,2013,DTP1,89.3
CMR,2013,DTP3,79.6
CMR,2013,DTP3,65.5
CMR,2013,DTP3,81.7
CMR,2013,FULL,64.4
CMR,2013,FULL,67.1
CMR,2013,FULL,75.3
CMR,2013,HepB1,88.3
CMR,2013,HepB1,66.8
CMR,2013,HepB1,89.3
CMR,2013,HepB3,79.6
CMR,2013,HepB3,65.5
CMR,2013,HepB3,81.7
CMR,2013,Hib1,88.3
CMR,2013,Hib1,66.8
CMR,2013,Hib1,89.3
CMR,2013,Hib3,79.6
CMR,2013,Hib3,65.5
CMR,2013,Hib3,81.7
CMR,2013,MCV1,79.9
CMR,2013,MCV1,63.4
CMR,2013,MCV1,85.8
CMR,2013,PCV1,86.5
CMR,2013,PCV1,66.1
CMR,2013,PCV1,88.5
CMR,2013,PCV3,78.9
CMR,2013,PCV3,65.4
CMR,2013,PCV3,81
CMR,2013,Pol1,93.6
CMR,2013,Pol1,66.2
CMR,2013,Pol1,94.8
CMR,2013,Pol3,84.5
CMR,2013,Pol3,64.7
CMR,2013,Pol3,86.7
CMR,2013,TT2+,57.8
CMR,2013,YFV,79.6
CMR,2013,YFV,63.7
CMR,2013,YFV,85.4
COD,2000,BCG,53.1
COD,2000,DTP1,51.2
COD,2000,DTP3,29.9
COD,2000,MCV1,46.4
COD,2000,Pol3,41.5
COD,2006,BCG,71.6
COD,2006,BCG,22.3
COD,2006,BCG,71.7
COD,2006,BCG,49.4
COD,2006,DTP1,69.6
COD,2006,DTP1,22.9
COD,2006,DTP1,70.6
COD,2006,DTP1,47.7
COD,2006,DTP3,43.8
COD,2006,DTP3,20.4
COD,2006,DTP3,45
